City_ID,City,Country,Date,Lat,Lng,Weather,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Rain,Snow
437,Nazilli,TR,2020-02-23 03:11:40,37.92,28.32,Clouds,broken clouds,30.7,85,63,8.43,0.0,0.0
438,Ngunguru,NZ,2020-02-23 03:11:40,-35.62,174.5,Clouds,scattered clouds,72.99,51,33,11.97,0.0,0.0
439,Ler,SS,2020-02-23 03:11:40,8.3,30.14,Clouds,broken clouds,72.79,16,84,4.99,0.0,0.0
440,Tena,EC,2020-02-23 03:11:41,-0.98,-77.82,Rain,moderate rain,63.27,97,100,3.33,6.25,0.0
441,Mana,GF,2020-02-23 03:11:41,5.66,-53.78,Clouds,scattered clouds,73.96,98,25,3.04,0.0,0.0
442,Holme,DK,2020-02-23 03:11:41,56.11,10.17,Rain,light rain,41.0,75,27,27.51,0.0,0.0
443,Pskov,RU,2020-02-23 03:11:41,57.81,28.35,Rain,light intensity shower rain,37.4,84,98,13.42,0.0,0.0
444,Zeya,RU,2020-02-23 03:11:41,53.75,127.27,Clouds,overcast clouds,3.79,89,99,3.74,0.0,0.0
445,Stornoway,GB,2020-02-23 03:11:42,58.21,-6.39,Clear,clear sky,39.2,72,10,19.46,0.0,0.0
446,Keelung,TW,2020-02-23 03:11:42,25.13,121.74,Clouds,broken clouds,73.4,68,75,18.34,0.0,0.0
447,Kenai,US,2020-02-23 03:11:42,60.55,-151.26,Clouds,broken clouds,19.4,79,75,4.7,0.0,0.0
448,Akaltara,IN,2020-02-23 03:11:43,22.02,82.43,Clear,clear sky,75.42,39,0,7.74,0.0,0.0
449,Hualmay,PE,2020-02-23 03:07:45,-11.1,-77.61,Clouds,overcast clouds,74.17,65,97,3.13,0.0,0.0
450,Birin,NP,2020-02-23 03:11:43,26.89,88.07,Clear,clear sky,55.67,56,0,2.8,0.0,0.0
451,Nichinan,JP,2020-02-23 03:11:43,31.6,131.37,Clear,clear sky,57.2,26,0,8.05,0.0,0.0
452,Kavaratti,IN,2020-02-23 03:11:43,10.57,72.64,Clouds,overcast clouds,81.93,74,95,5.82,0.0,0.0
453,Istanbul,TR,2020-02-23 03:10:50,41.04,28.98,Clouds,scattered clouds,44.01,80,32,8.05,0.0,0.0
454,Ilebo,CD,2020-02-23 03:11:44,-4.32,20.58,Rain,light rain,71.22,98,87,0.54,0.69,0.0
455,Hami,CN,2020-02-23 03:11:44,42.8,93.45,Clear,clear sky,33.55,47,0,3.24,0.0,0.0
456,Russell,US,2020-02-23 03:11:44,32.35,-85.2,Clear,clear sky,44.6,80,1,1.92,0.0,0.0
457,Deseronto,CA,2020-02-23 03:11:44,44.2,-77.05,Clear,clear sky,35.6,83,5,8.05,0.0,0.0
458,Woodstock,CA,2020-02-23 03:08:21,43.13,-80.75,Clear,clear sky,35.01,69,5,10.29,0.0,0.0
459,Omsukchan,RU,2020-02-23 03:11:46,62.53,155.8,Clouds,overcast clouds,-8.12,81,99,1.92,0.0,0.0
460,Port Pirie,AU,2020-02-23 03:11:46,-33.18,138.02,Clear,clear sky,84.2,32,0,8.05,0.0,0.0
461,Buraydah,SA,2020-02-23 03:11:46,26.33,43.98,Clear,clear sky,55.4,54,0,12.75,0.0,0.0
462,Nisia Floresta,BR,2020-02-23 03:11:47,-6.09,-35.21,Clouds,scattered clouds,80.6,88,40,3.36,0.0,0.0
463,Mar Del Plata,AR,2020-02-23 03:04:18,-38.0,-57.56,Clear,clear sky,61.0,87,0,8.3,0.0,0.0
464,Huarmey,PE,2020-02-23 03:11:47,-10.07,-78.15,Clouds,overcast clouds,74.57,61,99,1.9,0.0,0.0
465,Abeokuta,NG,2020-02-23 03:11:47,7.15,3.35,Clouds,scattered clouds,82.4,94,40,3.31,0.0,0.0
466,Gwembe,ZM,2020-02-23 03:11:48,-16.5,27.61,Rain,light rain,66.65,91,94,1.97,0.88,0.0
467,Upata,VE,2020-02-23 03:11:49,8.01,-62.4,Clouds,broken clouds,72.09,87,52,3.36,0.0,0.0
468,Alghero,IT,2020-02-23 03:11:49,40.56,8.32,Clear,clear sky,48.0,100,0,3.36,0.0,0.0
469,Buala,SB,2020-02-23 03:11:49,-8.14,159.59,Rain,light rain,83.71,75,80,3.47,2.63,0.0
470,Luwuk,ID,2020-02-23 03:11:50,-0.95,122.79,Rain,light rain,85.17,70,100,10.13,0.56,0.0
471,Asfi,MA,2020-02-23 03:11:50,32.3,-9.24,Clear,clear sky,58.98,49,0,6.42,0.0,0.0
472,Yarmouth,US,2020-02-23 03:10:02,41.71,-70.23,Clear,clear sky,39.2,60,1,5.82,0.0,0.0
473,Golden,US,2020-02-23 03:09:12,39.76,-105.22,Clear,clear sky,46.4,69,1,2.84,0.0,0.0
474,Okhotsk,RU,2020-02-23 03:02:57,59.38,143.3,Clouds,few clouds,-2.42,86,21,2.86,0.0,0.0
475,Bud,US,2020-02-23 03:11:51,39.45,-86.18,Clear,clear sky,37.99,47,1,4.7,0.0,0.0
476,Kourou,GF,2020-02-23 03:11:51,5.16,-52.65,Clouds,overcast clouds,80.6,83,90,6.93,0.0,0.0
477,Kidal,ML,2020-02-23 03:05:59,18.44,1.41,Clouds,broken clouds,70.92,11,79,11.34,0.0,0.0
478,Alta Floresta,BR,2020-02-23 03:02:41,-9.88,-56.09,Rain,light rain,71.98,93,100,0.65,0.81,0.0
479,Vanderhoof,CA,2020-02-23 03:11:51,54.02,-124.02,Clouds,broken clouds,23.85,79,73,2.44,0.0,0.0
480,Naberera,TZ,2020-02-23 03:11:52,-4.2,36.93,Clouds,overcast clouds,65.95,92,100,5.12,0.0,0.0
481,Sisimiut,GL,2020-02-23 03:11:52,66.94,-53.67,Clouds,overcast clouds,-5.01,65,89,7.02,0.0,0.0
482,Cabinda,AO,2020-02-23 03:11:52,-5.55,12.2,Rain,moderate rain,83.5,84,100,16.58,3.06,0.0
483,Narsaq,GL,2020-02-23 03:11:52,60.92,-46.05,Snow,snow,21.2,85,100,1.12,0.0,0.0
484,Mala,PE,2020-02-23 03:08:51,-12.66,-76.63,Clouds,overcast clouds,68.22,74,100,2.59,0.0,0.0
485,Vestmannaeyjar,IS,2020-02-23 03:11:53,63.44,-20.27,Snow,light snow,39.42,55,74,25.41,0.0,1.06
486,Coruripe,BR,2020-02-23 03:11:53,-10.13,-36.18,Clouds,few clouds,80.92,82,15,12.37,0.0,0.0
487,Coquimbo,CL,2020-02-23 03:11:53,-29.95,-71.34,Clear,clear sky,60.8,82,1,4.7,0.0,0.0
488,Meshchovsk,RU,2020-02-23 03:11:53,54.32,35.28,Snow,light snow,32.74,96,100,23.4,0.0,1.0
489,Xining,CN,2020-02-23 03:11:54,36.62,101.77,Clouds,overcast clouds,37.06,16,100,4.59,0.0,0.0
490,Prenzlau,DE,2020-02-23 03:11:54,53.32,13.87,Rain,light rain,45.0,63,100,8.01,0.5,0.0
491,Adrar,MR,2020-02-23 03:11:54,20.5,-10.07,Clouds,overcast clouds,78.66,11,97,13.6,0.0,0.0
492,Syracuse,IT,2020-02-23 03:11:54,37.09,15.28,Clouds,overcast clouds,44.01,62,91,8.05,0.0,0.0
493,Birao,CF,2020-02-23 03:11:54,10.28,22.79,Clear,clear sky,69.33,13,0,12.68,0.0,0.0
494,Nadvoitsy,RU,2020-02-23 03:11:55,63.87,34.32,Snow,snow,32.77,96,100,17.63,0.0,1.69
495,Whitley Bay,GB,2020-02-23 03:11:55,55.04,-1.45,Rain,light rain,43.0,93,75,12.75,0.0,0.0
496,Bubaque,GW,2020-02-23 03:07:42,11.28,-15.83,Clouds,broken clouds,78.66,69,69,13.2,0.0,0.0
497,Sambava,MG,2020-02-23 03:08:06,-14.27,50.17,Clouds,overcast clouds,74.12,87,99,2.28,0.0,0.0
498,Dingle,PH,2020-02-23 03:07:51,11.0,122.67,Rain,light rain,81.34,69,24,15.93,0.13,0.0
499,Kholodnyy,RU,2020-02-23 03:11:56,62.72,147.95,Clouds,overcast clouds,-14.22,93,97,3.09,0.0,0.0
500,Assiniboia,CA,2020-02-23 03:07:15,49.63,-105.98,Clear,clear sky,24.94,93,1,20.8,0.0,0.0
501,Muros,ES,2020-02-23 03:11:56,42.78,-9.06,Fog,fog,53.01,100,90,2.24,0.0,0.0
502,Cuamba,MZ,2020-02-23 03:11:57,-14.8,36.54,Clouds,few clouds,68.77,97,22,1.07,0.0,0.0
503,Magistralnyy,RU,2020-02-23 03:11:57,56.17,107.45,Snow,light snow,18.55,84,100,4.23,0.0,0.19
504,Westport,US,2020-02-23 03:11:29,41.14,-73.36,Clear,clear sky,43.0,43,1,3.36,0.0,0.0
505,Omboue,GA,2020-02-23 03:11:57,-1.57,9.26,Clouds,overcast clouds,76.46,92,100,1.63,0.0,0.0
506,Moron,AR,2020-02-23 03:11:57,-34.65,-58.62,Clear,clear sky,66.2,77,0,5.82,0.0,0.0
507,Dandong,CN,2020-02-23 03:11:58,40.13,124.39,Clouds,scattered clouds,38.37,55,31,12.12,0.0,0.0
508,Quatre Cocos,MU,2020-02-23 03:07:40,-20.21,57.76,Rain,shower rain,75.99,100,40,2.24,0.0,0.0
509,Anshun,CN,2020-02-23 03:11:58,26.25,105.93,Clouds,overcast clouds,54.61,87,100,13.27,0.0,0.0
510,Bucerias,MX,2020-02-23 03:11:58,20.75,-105.33,Clouds,few clouds,78.8,83,20,6.93,0.0,0.0
511,Malm,NO,2020-02-23 03:11:59,64.07,11.22,Rain,light rain,39.0,93,75,26.4,0.0,0.0
512,Fort Nelson,CA,2020-02-23 03:11:59,58.81,-122.7,Clouds,scattered clouds,33.8,34,40,5.82,0.0,0.0
513,Hanstholm,DK,2020-02-23 03:11:59,57.12,8.62,Rain,light rain,42.01,79,97,31.0,0.13,0.0
514,Gondanglegi,ID,2020-02-23 03:11:59,-7.75,112.01,Clear,clear sky,85.06,68,0,3.36,0.0,0.0
515,Visaginas,LT,2020-02-23 03:12:00,55.6,26.42,Snow,light snow,37.56,74,100,18.57,0.0,1.19
516,Dalbandin,PK,2020-02-23 03:12:00,28.89,64.41,Clear,clear sky,60.26,40,0,3.65,0.0,0.0
517,Iqaluit,CA,2020-02-23 03:12:00,63.75,-68.51,Clouds,few clouds,-32.01,59,20,4.7,0.0,0.0
518,Jales,BR,2020-02-23 03:12:00,-20.27,-50.55,Rain,light rain,70.92,98,78,2.28,2.56,0.0
519,San Patricio,MX,2020-02-23 03:12:01,19.22,-104.7,Clear,clear sky,77.0,83,5,9.46,0.0,0.0
520,Bundaberg,AU,2020-02-23 03:08:48,-24.85,152.35,Rain,moderate rain,73.99,88,75,14.99,2.03,0.0
521,Limbang,MY,2020-02-23 03:12:01,4.75,115.0,Clouds,scattered clouds,86.0,66,40,5.82,0.0,0.0
522,Faya,SA,2020-02-23 03:12:02,18.39,42.45,Clouds,few clouds,57.2,58,18,9.17,0.0,0.0
523,Ust-Kuyga,RU,2020-02-23 03:12:02,70.02,135.6,Clouds,overcast clouds,-10.44,98,90,3.65,0.0,0.0
524,Meulaboh,ID,2020-02-23 03:12:02,4.14,96.13,Rain,light rain,81.5,74,17,7.11,1.44,0.0
525,Basco,PH,2020-02-23 03:12:02,20.45,121.97,Clear,clear sky,74.01,76,1,26.89,0.0,0.0
526,Mount Gambier,AU,2020-02-23 03:12:02,-37.83,140.77,Clear,clear sky,78.8,39,0,9.17,0.0,0.0
527,Saint-Pierre,RE,2020-02-23 03:12:03,-21.34,55.48,Clouds,overcast clouds,77.0,61,100,6.93,0.0,0.0
528,Mundo Nuevo,MX,2020-02-23 03:12:03,18.7,-95.5,Clouds,broken clouds,67.73,93,80,6.98,0.0,0.0
529,Ishigaki,JP,2020-02-23 03:12:03,24.34,124.16,Clouds,few clouds,73.4,69,20,19.46,0.0,0.0
530,Norrtalje,SE,2020-02-23 03:12:03,59.76,18.7,Clouds,broken clouds,42.01,74,75,19.46,0.0,0.0
531,Labrea,BR,2020-02-23 03:12:03,-7.26,-64.8,Rain,light rain,73.83,98,100,1.83,0.44,0.0
532,Marystown,CA,2020-02-23 03:12:04,47.17,-55.15,Snow,light snow,28.96,90,95,24.16,0.0,0.25
533,Ocampo,MX,2020-02-23 03:12:04,21.65,-101.5,Clouds,few clouds,59.49,43,12,2.86,0.0,0.0
534,Port Macquarie,AU,2020-02-23 03:08:55,-31.43,152.92,Clouds,scattered clouds,78.01,53,40,8.05,0.0,0.0
535,Grand-Couronne,FR,2020-02-23 03:12:04,49.36,1.01,Clouds,overcast clouds,51.01,93,90,13.87,0.0,0.0
536,Shirokiy,RU,2020-02-23 03:12:05,49.76,129.52,Clouds,broken clouds,11.23,86,55,3.56,0.0,0.0
537,Souillac,MU,2020-02-23 03:05:57,-20.52,57.52,Rain,shower rain,75.99,100,40,2.24,0.0,0.0
538,Kamaishi,JP,2020-02-23 03:12:05,39.27,141.88,Snow,light shower snow,37.4,74,75,10.29,0.0,0.0
539,Qaqortoq,GL,2020-02-23 03:12:05,60.72,-46.03,Snow,snow,21.2,85,100,1.12,0.0,0.0
540,Vicovu De Sus,RO,2020-02-23 03:12:06,47.93,25.68,Clouds,overcast clouds,41.0,56,100,14.99,0.0,0.0
541,Iracoubo,GF,2020-02-23 03:12:06,5.48,-53.2,Rain,light rain,79.18,86,98,18.48,0.25,0.0
542,Goure,NE,2020-02-23 03:12:06,13.98,10.27,Clear,clear sky,70.0,19,10,8.01,0.0,0.0
543,Vila Velha,BR,2020-02-23 03:07:11,-20.33,-40.29,Thunderstorm,thunderstorm,77.0,83,90,12.75,0.0,0.0
544,Karaman,TR,2020-02-23 03:12:06,37.08,33.25,Snow,light snow,32.14,95,99,5.26,0.0,0.38
545,Rovaniemi,FI,2020-02-23 03:12:07,66.5,25.72,Snow,light snow,32.0,98,90,4.7,0.0,0.0
546,Monrovia,LR,2020-02-23 03:12:07,6.3,-10.8,Mist,mist,77.0,94,20,6.13,0.0,0.0
547,Hanzhong,CN,2020-02-23 03:12:07,33.07,107.03,Clear,clear sky,54.79,53,0,2.68,0.0,0.0
548,Woodward,US,2020-02-23 03:12:08,36.43,-99.39,Clouds,broken clouds,52.0,57,75,11.41,0.0,0.0
549,Nemuro,JP,2020-02-23 03:07:30,43.32,145.57,Clouds,broken clouds,35.6,74,75,12.75,0.0,0.0
550,Raymond,US,2020-02-23 03:12:08,43.9,-70.47,Clear,clear sky,33.8,73,1,1.66,0.0,0.0
551,Shelburne,CA,2020-02-23 03:08:05,44.08,-80.2,Clear,clear sky,35.6,74,1,14.94,0.0,0.0
552,Jati,PK,2020-02-23 03:12:08,24.35,68.27,Clear,clear sky,69.46,37,0,8.37,0.0,0.0
553,Bol,TD,2020-02-23 03:12:09,13.46,14.71,Clear,clear sky,70.57,31,1,20.58,0.0,0.0
554,Puerto Rico,AR,2020-02-23 03:12:09,-26.8,-55.02,Clear,clear sky,55.02,60,1,2.73,0.0,0.0
555,Steinbach,DE,2020-02-23 03:12:09,50.17,8.57,Rain,light rain,51.01,87,90,13.87,0.0,0.0
556,Upanema,BR,2020-02-23 03:12:09,-5.64,-37.26,Rain,light rain,77.85,90,100,6.06,1.06,0.0
557,Inongo,CD,2020-02-23 03:12:10,-1.95,18.27,Clouds,scattered clouds,75.4,82,45,3.13,0.0,0.0
558,Taltal,CL,2020-02-23 03:12:10,-25.4,-70.48,Clouds,few clouds,60.51,85,22,1.5,0.0,0.0
559,Krasnyy Luch,UA,2020-02-23 03:12:10,48.14,38.94,Clouds,overcast clouds,33.31,99,100,6.46,0.0,0.0
560,Margate,GB,2020-02-23 03:12:10,51.38,1.39,Rain,light rain,51.01,87,40,13.87,0.0,0.0
561,Shimoda,JP,2020-02-23 03:12:10,34.67,138.95,Clouds,few clouds,59.0,50,20,17.22,0.0,0.0
562,Ozernovskiy,RU,2020-02-23 03:12:11,51.5,156.52,Clouds,broken clouds,22.32,53,71,3.94,0.0,0.0
563,Acapulco,MX,2020-02-23 03:09:20,16.86,-99.89,Clear,clear sky,80.6,88,5,8.05,0.0,0.0
564,America Dourada,BR,2020-02-23 03:12:11,-11.46,-41.44,Rain,light rain,71.2,86,97,3.31,1.0,0.0
565,Stanghelle,NO,2020-02-23 03:12:12,60.55,5.74,Snow,light snow,41.0,94,92,1.01,0.0,0.94
566,Inta,RU,2020-02-23 03:12:12,66.03,60.17,Snow,light snow,31.14,89,100,22.7,0.0,0.13
567,Igarka,RU,2020-02-23 03:12:12,67.47,86.58,Clouds,overcast clouds,5.2,93,100,16.15,0.0,0.0
568,Mehamn,NO,2020-02-23 03:12:12,71.04,27.85,Clear,clear sky,25.92,86,0,11.97,0.0,0.0
569,Pangai,TO,2020-02-23 03:12:12,-19.8,-174.35,Rain,light rain,80.29,85,33,19.37,1.63,0.0
570,Aklavik,CA,2020-02-23 03:12:02,68.22,-135.01,Snow,light snow,-0.4,77,90,3.36,0.0,0.0
571,Taperoa,BR,2020-02-23 03:12:13,-7.21,-36.83,Rain,light rain,76.86,83,98,5.32,0.88,0.0
572,Encruzilhada,BR,2020-02-23 03:12:13,-15.53,-40.91,Rain,light rain,68.63,93,100,1.88,2.81,0.0
573,Hofn,IS,2020-02-23 03:12:13,64.25,-15.21,Snow,light snow,30.97,94,100,3.62,0.0,0.56
574,Jumla,NP,2020-02-23 03:12:13,29.27,82.18,Clouds,scattered clouds,36.75,48,41,3.11,0.0,0.0
575,Remedios,CU,2020-02-23 03:12:14,22.49,-79.55,Clouds,broken clouds,69.8,83,75,8.05,0.0,0.0
