City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Jiuquan,CN,2020-02-17 03:15:25,39.74,98.52,20.12,34,43,3.2
303,Suoyarvi,RU,2020-02-17 03:15:25,62.08,32.35,37.31,100,100,15.66
304,Vestmanna,FO,2020-02-17 03:15:26,62.16,-7.17,37.4,86,82,8.05
305,Farafangana,MG,2020-02-17 03:15:26,-22.82,47.83,77.59,81,66,2.77
306,Lianran,CN,2020-02-17 03:15:26,24.92,102.48,45.0,100,90,8.95
307,Kyshtovka,RU,2020-02-17 03:15:27,56.55,76.63,18.3,95,99,7.92
308,Novopavlovka,RU,2020-02-17 03:15:27,51.22,109.21,9.75,86,17,3.27
309,Coquimbo,CL,2020-02-17 03:15:27,-29.95,-71.34,59.0,87,0,8.05
310,Savelugu,GH,2020-02-17 03:15:27,9.62,-0.83,74.07,10,12,5.26
311,Wattegama,LK,2020-02-17 03:15:28,6.8,81.48,77.0,100,20,12.75
312,Jurm,AF,2020-02-17 03:15:28,36.86,70.83,24.39,40,100,8.48
313,Kaitangata,NZ,2020-02-17 03:15:28,-46.28,169.85,75.99,55,31,7.94
314,Kudahuvadhoo,MV,2020-02-17 03:15:28,2.67,72.89,83.25,77,88,15.66
315,Aleksandrovskiy Zavod,RU,2020-02-17 03:15:28,50.92,117.94,13.53,85,0,2.17
316,Bathsheba,BB,2020-02-17 03:15:29,13.22,-59.52,78.8,74,40,19.46
317,Severo-Kurilsk,RU,2020-02-17 03:15:29,50.68,156.12,22.68,86,88,8.68
318,Port Moresby,PG,2020-02-17 03:15:29,-9.44,147.18,87.8,74,40,11.41
319,Kushmurun,KZ,2020-02-17 03:15:29,52.45,64.63,15.55,95,85,4.83
320,Altay,CN,2020-02-17 03:15:29,47.87,88.12,10.99,47,100,2.39
321,Ndioum,SN,2020-02-17 03:15:30,16.51,-14.65,79.7,13,80,10.74
322,Nieuw Amsterdam,SR,2020-02-17 03:15:30,5.88,-55.08,78.01,88,20,8.05
323,Batagay-Alyta,RU,2020-02-17 03:15:30,67.8,130.41,-1.19,96,100,2.64
324,Beyneu,KZ,2020-02-17 03:15:30,45.32,55.2,29.66,73,51,6.33
325,Tasiilaq,GL,2020-02-17 03:15:31,65.61,-37.64,30.2,92,100,9.17
326,Hay River,CA,2020-02-17 03:15:31,60.82,-115.8,-20.2,68,20,10.29
327,Nosy Varika,MG,2020-02-17 03:15:31,-20.58,48.53,73.53,96,100,4.59
328,Nalut,LY,2020-02-17 03:15:31,30.33,10.85,46.58,63,0,7.87
329,Kaseda,JP,2020-02-17 03:15:31,31.42,130.32,42.01,93,75,20.8
330,Berekum,GH,2020-02-17 03:15:32,7.45,-2.58,67.41,34,60,4.68
331,Tanabe,JP,2020-02-17 03:15:32,33.73,135.37,48.99,52,75,16.11
332,Pafos,CY,2020-02-17 03:15:32,34.77,32.42,48.2,70,0,6.93
333,Santa Cruz,BO,2020-02-17 03:14:59,-17.8,-63.17,78.8,88,75,11.41
334,Catalina,US,2020-02-17 03:15:33,32.51,-110.92,62.01,35,1,2.37
335,Ponta Delgada,PT,2020-02-17 03:15:33,37.73,-25.67,53.6,71,20,6.93
336,Semirom,IR,2020-02-17 03:15:33,31.42,51.57,30.67,61,0,7.87
337,Acarau,BR,2020-02-17 03:15:33,-2.89,-40.12,75.13,93,96,2.62
338,Bintulu,MY,2020-02-17 03:15:33,3.17,113.03,80.6,88,75,1.95
339,Caravelas,BR,2020-02-17 03:15:34,-17.71,-39.25,80.44,81,33,11.45
340,Teseney,ER,2020-02-17 03:15:34,15.11,36.66,66.65,30,35,2.66
341,Torbay,CA,2020-02-17 03:15:34,47.67,-52.73,33.01,86,90,20.8
342,Kailua,US,2020-02-17 03:15:34,21.4,-157.74,80.6,78,75,6.93
343,Grand Gaube,MU,2020-02-17 03:15:35,-20.01,57.66,78.8,69,75,8.05
344,Rundu,NA,2020-02-17 03:15:35,-17.93,19.77,68.0,88,94,3.36
345,Opuwo,NA,2020-02-17 03:15:35,-18.06,13.84,67.41,76,99,5.93
346,Norman Wells,CA,2020-02-17 03:15:35,65.28,-126.83,-41.8,64,5,2.24
347,Yulara,AU,2020-02-17 03:15:36,-25.24,130.99,98.6,12,0,9.17
348,Bowen,AU,2020-02-17 03:15:36,-20.02,148.23,87.01,74,40,14.99
349,Russell,US,2020-02-17 03:15:36,32.35,-85.2,52.0,93,90,3.56
350,Arlit,NE,2020-02-17 03:15:36,18.74,7.39,63.07,25,3,6.85
351,Hamilton,US,2020-02-17 03:15:26,39.18,-84.53,37.99,89,1,2.64
352,Bondo,CD,2020-02-17 03:15:37,3.81,23.69,72.36,63,87,0.45
353,Narsaq,GL,2020-02-17 03:15:37,60.92,-46.05,15.8,52,4,3.36
354,Grand-Santi,GF,2020-02-17 03:15:37,4.25,-54.38,71.64,98,11,3.33
355,Ulaanbaatar,MN,2020-02-17 03:12:26,47.91,106.88,-2.2,77,40,4.47
356,Prata,BR,2020-02-17 03:11:17,-19.31,-48.92,72.86,83,99,2.53
357,Tiznit,MA,2020-02-17 03:15:38,29.58,-9.5,59.47,33,0,2.57
358,Aktau,KZ,2020-02-17 03:15:38,43.65,51.2,28.4,92,14,8.95
359,Vao,NC,2020-02-17 03:15:38,-22.67,167.48,79.12,79,0,16.31
360,Mpanda,TZ,2020-02-17 03:15:38,-6.37,31.04,65.14,97,88,1.77
361,Moose Factory,CA,2020-02-17 03:15:39,51.26,-80.61,-11.2,76,29,4.7
362,Porto Novo,BJ,2020-02-17 03:15:39,6.5,2.6,82.4,88,40,8.05
363,Kalengwa,ZM,2020-02-17 03:15:39,-13.47,25.0,65.01,94,94,1.45
364,Jumla,NP,2020-02-17 03:15:39,29.27,82.18,42.78,17,0,2.46
365,Urucara,BR,2020-02-17 03:15:40,-2.54,-57.76,75.72,95,74,1.19
366,Kandrian,PG,2020-02-17 03:15:40,-6.22,149.55,88.2,63,100,7.72
367,Mier,MX,2020-02-17 03:15:40,26.43,-99.15,71.6,68,1,13.91
368,Nanakuli,US,2020-02-17 03:15:40,21.39,-158.15,80.6,78,75,6.93
369,Ternate,ID,2020-02-17 03:15:40,0.8,127.4,86.23,59,1,5.59
370,Asyut,EG,2020-02-17 03:15:41,27.18,31.18,48.88,89,0,8.19
371,Fairbanks,US,2020-02-17 03:15:41,64.84,-147.72,-5.01,70,90,1.54
372,Kruisfontein,ZA,2020-02-17 03:15:41,-34.0,24.73,66.25,81,88,15.12
373,Amuntai,ID,2020-02-17 03:15:41,-2.42,115.25,85.26,69,100,3.51
374,Peleduy,RU,2020-02-17 03:15:42,59.63,112.74,11.08,92,100,9.73
375,Mahina,PF,2020-02-17 03:15:42,-17.51,-149.49,89.6,62,75,5.82
376,Beloha,MG,2020-02-17 03:15:42,-25.17,45.05,71.98,87,0,8.23
377,Vitim,RU,2020-02-17 03:15:42,59.45,112.56,11.08,92,100,9.73
378,Sharjah,AE,2020-02-17 03:15:42,25.36,55.4,64.4,51,43,2.24
379,Goure,NE,2020-02-17 03:15:43,13.98,10.27,70.0,21,100,5.99
380,Sulangan,PH,2020-02-17 03:15:43,11.14,123.72,80.47,79,43,20.58
381,Fasa,IR,2020-02-17 03:15:43,28.94,53.65,37.4,86,100,4.7
382,Dickinson,US,2020-02-17 03:15:43,29.46,-95.05,63.0,88,40,4.7
383,Quesnel,CA,2020-02-17 03:15:44,53.0,-122.5,32.0,86,90,2.24
384,Camopi,GF,2020-02-17 03:15:44,3.17,-52.32,72.7,96,100,4.34
385,San Matias,BO,2020-02-17 03:15:44,-16.37,-58.4,79.75,76,0,5.44
386,Shenjiamen,CN,2020-02-17 03:15:45,29.96,122.3,41.63,49,0,26.98
387,Villazon,BO,2020-02-17 03:15:45,-22.09,-65.59,52.3,77,100,6.8
388,Samarai,PG,2020-02-17 03:15:45,-10.62,150.67,89.73,49,85,7.11
389,Baijiantan,CN,2020-02-17 03:15:45,45.63,85.18,12.22,86,100,4.99
390,Solnechnyy,RU,2020-02-17 03:15:45,50.72,136.63,19.15,73,0,4.47
391,Lodja,CD,2020-02-17 03:15:46,-3.48,23.43,69.49,90,100,1.63
392,Eureka,US,2020-02-17 03:15:46,40.8,-124.16,50.0,93,40,2.84
393,Uspenskaya,RU,2020-02-17 03:15:46,45.76,41.07,31.05,74,0,11.43
394,Moindou,NC,2020-02-17 03:15:46,-21.69,165.68,89.6,52,63,21.92
395,Bellavista,PE,2020-02-17 03:15:46,-7.06,-76.59,62.6,100,20,0.58
396,Sisimiut,GL,2020-02-17 03:15:47,66.94,-53.67,-4.25,83,26,5.93
397,Sanchursk,RU,2020-02-17 03:15:47,56.94,47.25,29.95,91,100,16.71
398,Nicoya,CR,2020-02-17 03:15:47,10.15,-85.45,82.4,58,5,25.28
399,Karymskoye,RU,2020-02-17 03:15:47,51.62,114.35,13.15,73,0,6.87
400,Padang,ID,2020-02-17 03:15:48,-0.95,100.35,82.04,57,4,2.39
401,La Palma,US,2020-02-17 03:15:48,33.85,-118.05,61.0,59,1,3.36
402,Yar-Sale,RU,2020-02-17 03:15:48,66.83,70.83,8.58,96,100,11.05
403,Mundi,IN,2020-02-17 03:15:49,22.07,76.5,69.26,16,0,6.46
404,Broken Hill,AU,2020-02-17 03:15:49,-31.95,141.43,86.0,23,0,8.05
405,Soyo,AO,2020-02-17 03:15:49,-6.13,12.37,78.85,87,100,6.29
406,Middle Island,US,2020-02-17 03:15:49,40.88,-72.94,37.99,74,75,8.84
407,Nizwa,OM,2020-02-17 03:15:50,22.93,57.53,56.89,35,0,1.03
408,Bom Jesus,BR,2020-02-17 03:15:50,-9.07,-44.36,72.61,84,0,2.89
409,Negombo,LK,2020-02-17 03:15:50,7.21,79.84,77.0,88,16,5.82
410,Libertador General San Martin,AR,2020-02-17 03:15:50,-23.81,-64.79,75.99,94,100,4.0
411,Saltillo,MX,2020-02-17 03:12:48,25.42,-101.0,68.0,52,40,1.77
412,Madera,US,2020-02-17 03:15:51,37.17,-119.83,62.6,50,1,5.82
413,Severobaykalsk,RU,2020-02-17 03:15:51,55.65,109.32,10.09,82,27,1.41
414,Pierre,US,2020-02-17 03:15:02,44.37,-100.35,30.2,92,1,8.05
415,Sakakah,SA,2020-02-17 03:15:52,29.97,40.21,46.4,81,5,4.7
416,Ahipara,NZ,2020-02-17 03:15:52,-35.17,173.17,82.99,78,75,1.01
417,Mulatupo,PA,2020-02-17 03:15:52,8.95,-77.77,74.68,92,32,7.52
418,Fortuna,US,2020-02-17 03:15:52,40.6,-124.16,50.0,100,90,6.93
419,Kayerkan,RU,2020-02-17 03:15:53,69.35,87.76,12.2,85,40,22.37
420,Omboue,GA,2020-02-17 03:15:53,-1.57,9.26,75.88,97,100,2.73
421,Ust-Tsilma,RU,2020-02-17 03:15:53,65.44,52.15,26.2,88,100,11.36
422,Vicksburg,US,2020-02-17 03:15:54,32.35,-90.88,59.0,100,90,4.7
423,Ushtobe,KZ,2020-02-17 03:15:54,45.25,77.98,24.8,74,100,3.78
424,Markova,UA,2020-02-17 03:15:29,48.68,24.41,34.05,60,98,14.79
425,Sur,OM,2020-02-17 03:15:54,22.57,59.53,66.45,59,6,10.78
426,Petropavlovka,RU,2020-02-17 03:15:54,50.61,105.32,13.08,79,40,2.91
427,Yumen,CN,2020-02-17 03:15:55,40.28,97.2,25.32,30,100,14.74
428,Sobolevo,RU,2020-02-17 03:15:55,54.43,31.9,34.34,85,100,21.85
429,Puerto Armuelles,PA,2020-02-17 03:15:55,8.28,-82.87,66.99,63,47,20.0
430,Dakar,SN,2020-02-17 03:11:46,14.69,-17.44,73.4,64,99,18.34
431,Vardo,NO,2020-02-17 03:15:55,70.37,31.11,32.94,97,100,20.85
432,Floro,NO,2020-02-17 03:15:56,61.6,5.03,42.8,81,100,27.51
433,Tateyama,JP,2020-02-17 03:15:56,34.98,139.87,63.0,82,40,5.82
434,Parabel,RU,2020-02-17 03:15:56,58.7,81.48,15.31,93,100,7.34
435,Bilibino,RU,2020-02-17 03:15:56,68.05,166.44,-27.92,95,29,1.41
436,Tazmalt,DZ,2020-02-17 03:15:56,36.39,4.4,50.0,93,0,4.7
437,Dalvik,IS,2020-02-17 03:15:57,65.97,-18.53,35.6,93,90,24.16
438,Ewa Beach,US,2020-02-17 03:15:57,21.32,-158.01,80.6,78,75,6.93
439,Riachao Do Jacuipe,BR,2020-02-17 03:15:57,-11.81,-39.39,73.81,83,0,5.26
440,Grindavik,IS,2020-02-17 03:15:57,63.84,-22.43,35.6,86,75,31.09
441,Babati,TZ,2020-02-17 03:15:58,-4.22,35.75,63.57,94,0,2.39
442,Nabire,ID,2020-02-17 03:15:58,-3.37,135.48,81.79,90,47,5.66
443,Victoria,HK,2020-02-17 03:15:24,22.29,114.16,60.01,30,0,13.87
444,Carutapera,BR,2020-02-17 03:15:58,-1.2,-46.02,80.87,80,83,16.55
445,Karratha,AU,2020-02-17 03:15:59,-20.74,116.85,82.94,78,0,13.2
446,Santa Fe,AR,2020-02-17 03:15:01,-31.63,-60.7,75.99,89,1,10.0
447,Makakilo City,US,2020-02-17 03:15:59,21.35,-158.09,80.6,78,75,6.93
448,Xinyu,CN,2020-02-17 03:16:00,27.8,114.93,47.37,44,0,5.12
449,Vilhena,BR,2020-02-17 03:16:00,-12.74,-60.15,71.08,95,46,2.26
450,Aripuana,BR,2020-02-17 03:16:00,-9.17,-60.63,74.19,96,29,1.7
451,Pangody,RU,2020-02-17 03:16:00,65.85,74.49,10.96,94,96,12.3
452,Tucuman,AR,2020-02-17 03:12:35,-26.82,-65.22,82.4,88,75,6.93
453,Bluffton,US,2020-02-17 03:15:27,32.24,-80.86,55.0,100,90,4.7
454,Zeya,RU,2020-02-17 03:16:01,53.75,127.27,5.32,71,16,0.76
455,Sao Filipe,CV,2020-02-17 03:16:01,14.9,-24.5,70.14,74,0,22.62
456,Palu,ID,2020-02-17 03:16:01,-0.89,119.87,82.74,63,57,3.49
457,Uspenka,UA,2020-02-17 03:16:02,48.39,39.16,26.46,84,0,4.76
458,Maceio,BR,2020-02-17 03:16:02,-9.67,-35.74,77.0,88,20,3.36
459,Bafq,IR,2020-02-17 03:16:02,31.61,55.41,43.7,39,41,1.5
460,Vallenar,CL,2020-02-17 03:16:02,-28.57,-70.76,59.43,89,4,0.78
461,Udachnyy,RU,2020-02-17 03:16:03,66.42,112.4,-0.4,84,75,8.95
462,Tungor,RU,2020-02-17 03:16:03,53.38,142.96,2.66,90,2,9.84
463,Namibe,AO,2020-02-17 03:16:03,-15.2,12.15,74.7,79,100,8.81
464,Novosokolniki,RU,2020-02-17 03:16:03,56.35,30.16,40.68,80,100,17.16
465,Henties Bay,NA,2020-02-17 03:16:04,-22.12,14.28,63.0,96,45,3.0
466,Gamba,GA,2020-02-17 03:16:04,-2.65,10.0,78.12,89,100,1.99
467,Hollins,US,2020-02-17 03:16:04,37.34,-79.94,42.8,64,1,3.4
468,Hare Bay,CA,2020-02-17 03:16:04,48.85,-54.01,30.2,80,75,14.99
469,Marawi,PH,2020-02-17 03:16:05,8.0,124.29,80.01,87,18,5.01
470,Storforshei,NO,2020-02-17 03:16:05,66.4,14.52,18.18,97,96,2.13
471,Yerbogachen,RU,2020-02-17 03:16:05,61.28,108.01,6.33,93,100,8.28
472,Eskil,TR,2020-02-17 03:16:05,38.4,33.41,32.77,77,12,13.8
473,Elliot Lake,CA,2020-02-17 03:15:10,46.38,-82.63,12.2,61,1,11.41
474,Kloulklubed,PW,2020-02-17 03:16:06,7.04,134.26,84.2,74,75,16.11
475,Yate,GB,2020-02-17 03:16:06,51.54,-2.42,46.0,75,75,16.11
476,Tuatapere,NZ,2020-02-17 03:16:06,-46.13,167.68,64.0,81,77,8.99
477,Mahibadhoo,MV,2020-02-17 03:16:06,3.78,72.97,81.95,81,9,15.14
478,Havelock,US,2020-02-17 03:13:48,34.88,-76.9,50.0,93,90,5.82
479,Nuuk,GL,2020-02-17 03:16:07,64.18,-51.72,12.2,61,95,14.99
480,Banapur,IN,2020-02-17 03:16:07,19.78,85.18,74.79,61,0,1.63
481,Buala,SB,2020-02-17 03:16:07,-8.14,159.59,80.51,84,100,12.5
482,Abha,SA,2020-02-17 03:16:07,18.22,42.51,59.0,47,5,11.41
483,Rincon,US,2020-02-17 03:16:08,32.3,-81.24,55.0,93,90,4.7
484,Tadine,NC,2020-02-17 03:16:08,-21.55,167.88,82.26,74,20,14.34
485,Broome,US,2020-02-17 03:16:08,42.25,-75.83,33.01,80,1,8.05
486,Sechura,PE,2020-02-17 03:16:08,-5.56,-80.82,74.14,86,83,6.49
487,Lanigan,CA,2020-02-17 03:16:09,51.85,-105.03,5.14,95,100,6.2
488,Moerai,PF,2020-02-17 03:16:09,-22.43,-151.33,80.65,80,88,16.89
489,Miri,MY,2020-02-17 03:16:09,4.41,114.01,84.2,83,75,9.17
490,Karakol,KG,2020-02-17 03:16:09,42.49,78.39,15.42,58,100,2.59
491,Pangnirtung,CA,2020-02-17 03:16:10,66.15,-65.71,-25.6,67,75,2.01
492,Morro Bay,US,2020-02-17 03:16:10,35.37,-120.85,59.0,81,1,13.87
493,Bilma,NE,2020-02-17 03:16:10,18.69,12.92,61.03,40,0,15.26
494,Shitanjing,CN,2020-02-17 03:16:10,39.23,106.34,28.63,19,0,3.76
495,Port Lincoln,AU,2020-02-17 03:14:58,-34.73,135.87,76.62,50,0,9.93
496,Dubbo,AU,2020-02-17 03:16:11,-32.25,148.62,73.4,83,40,19.46
497,Kayes,ML,2020-02-17 03:16:11,14.0,-11.0,79.88,11,100,10.25
498,Sorland,NO,2020-02-17 03:16:11,67.67,12.69,41.36,83,100,19.24
499,Shingu,JP,2020-02-17 03:16:12,33.73,135.98,46.4,52,75,16.11
500,Contepec,MX,2020-02-17 03:16:12,20.02,-100.12,71.6,26,40,13.87
501,Solwezi,ZM,2020-02-17 03:16:12,-12.17,26.39,60.44,95,76,1.03
502,Kutum,SD,2020-02-17 03:16:12,14.2,24.67,52.95,28,56,3.78
503,Humaita,BR,2020-02-17 03:16:12,-7.51,-63.02,75.45,97,39,1.92
504,Sterling,US,2020-02-17 03:16:13,39.01,-77.43,42.01,74,75,4.7
505,Klaksvik,FO,2020-02-17 03:16:13,62.23,-6.59,37.4,86,40,8.05
506,Lom Sak,TH,2020-02-17 03:16:13,16.78,101.24,87.01,54,0,6.93
507,Maniitsoq,GL,2020-02-17 03:16:14,65.42,-52.9,10.72,71,53,11.54
508,Randolph,US,2020-02-17 03:16:14,35.7,-79.82,46.99,93,90,3.15
509,Senekal,ZA,2020-02-17 03:16:14,-28.32,27.62,58.05,46,100,9.51
510,Byron Bay,AU,2020-02-17 03:13:08,-28.65,153.62,89.01,62,40,9.17
511,Praia Da Vitoria,PT,2020-02-17 03:16:14,38.73,-27.07,53.6,71,40,11.63
512,Saldanha,ZA,2020-02-17 03:16:15,-33.01,17.94,64.4,88,37,5.82
513,Husavik,IS,2020-02-17 03:16:15,66.04,-17.34,35.6,85,90,24.16
514,Kindu,CD,2020-02-17 03:16:15,-2.95,25.95,70.09,98,70,1.92
515,Matamoros,MX,2020-02-17 03:16:15,25.53,-103.25,78.8,16,75,3.4
516,Hoopstad,ZA,2020-02-17 03:16:16,-27.83,25.91,66.15,42,100,6.4
517,Pareora,NZ,2020-02-17 03:16:16,-44.49,171.21,75.99,55,49,4.0
518,Port Alberni,CA,2020-02-17 03:15:31,49.24,-124.8,42.01,93,75,3.36
519,Kenai,US,2020-02-17 03:16:16,60.55,-151.26,15.01,66,1,10.29
520,Horn Lake,US,2020-02-17 03:16:16,34.96,-90.03,51.01,93,20,5.12
521,Baena,ES,2020-02-17 03:16:17,37.62,-4.32,52.0,100,0,0.67
522,Arrecife,ES,2020-02-17 03:16:17,28.96,-13.55,64.4,88,0,10.29
523,New Iberia,US,2020-02-17 03:15:22,30.0,-91.82,61.0,93,40,5.14
524,Lyaskelya,RU,2020-02-17 03:16:18,61.77,31.02,39.56,97,100,13.06
525,Ulladulla,AU,2020-02-17 03:16:18,-35.35,150.47,72.0,94,75,5.82
526,Sibsagar,IN,2020-02-17 03:16:18,26.98,94.63,66.2,82,75,3.36
527,Chuy,UY,2020-02-17 03:16:19,-33.7,-53.46,77.97,73,14,11.12
528,Bandarbeyla,SO,2020-02-17 03:16:19,9.49,50.81,75.52,76,44,15.86
529,Brokopondo,SR,2020-02-17 03:16:19,4.75,-55.17,73.26,92,31,6.26
530,Lewistown,US,2020-02-17 03:16:19,40.6,-77.57,39.2,96,75,8.05
531,Riverton,US,2020-02-17 03:16:19,40.52,-111.94,39.2,100,90,1.81
532,Zhezkazgan,KZ,2020-02-17 03:16:20,47.8,67.71,19.4,100,90,8.95
533,Naze,JP,2020-02-17 03:16:20,28.37,129.48,57.2,67,90,25.28
534,Capreol,CA,2020-02-17 03:16:20,46.71,-80.92,6.8,77,75,6.93
535,Athabasca,CA,2020-02-17 03:15:35,54.72,-113.29,-2.47,98,100,4.65
536,Ascension,US,2020-02-17 03:16:21,30.22,-90.9,60.01,87,90,5.82
537,Garissa,KE,2020-02-17 03:16:21,-0.45,39.64,77.52,77,20,5.84
538,San Francisco,US,2020-02-17 03:14:09,37.77,-122.42,57.99,87,75,18.34
539,San Carlos De Bariloche,AR,2020-02-17 03:14:44,-41.15,-71.31,50.0,57,20,5.82
540,Burnie,AU,2020-02-17 03:16:22,-41.07,145.92,66.0,46,0,11.99
541,Sioux Lookout,CA,2020-02-17 03:16:22,50.1,-91.92,1.4,63,20,5.82
542,Port-Gentil,GA,2020-02-17 03:16:22,-0.72,8.78,81.16,81,99,8.37
543,Dom Pedrito,BR,2020-02-17 03:16:22,-30.98,-54.67,74.21,83,0,7.67
544,Potsdam,DE,2020-02-17 03:16:22,52.4,13.07,52.0,76,75,20.8
545,Abapo,BO,2020-02-17 03:16:23,-18.83,-63.47,72.46,78,53,0.85
546,Alta Floresta,BR,2020-02-17 03:16:23,-9.88,-56.09,72.64,95,100,3.94
547,Marsa Matruh,EG,2020-02-17 03:16:23,31.35,27.25,58.91,74,7,16.11
548,Kybartai,LT,2020-02-17 03:16:23,54.64,22.76,48.42,56,100,24.2
549,Agdam,AZ,2020-02-17 03:16:23,39.99,46.93,35.91,92,100,8.63
550,Rawson,AR,2020-02-17 03:16:24,-43.3,-65.1,63.03,68,11,9.53
551,Berlevag,NO,2020-02-17 03:16:24,70.86,29.09,30.2,92,90,6.93
552,Muravlenko,RU,2020-02-17 03:16:24,63.79,74.52,4.59,95,82,12.48
553,Yuli,NG,2020-02-17 03:16:24,9.7,10.27,71.06,14,0,8.14
554,Limbang,MY,2020-02-17 03:16:25,4.75,115.0,86.0,66,75,12.75
555,Vrangel,RU,2020-02-17 03:16:25,42.73,133.08,21.92,80,100,27.07
